duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
313306543,49954166378,0,1783284727089199902,2500000,2500000,375.824811,0.000000,0.000000,3224.000000,937354870.000000,348670818.000000,87437847.000000,11758919.000000,107026979.000000,28378614.000000,14694145.000000,197752.000000
313252872,49954166378,0,1783284728021521555,2500000,2500000,375.862847,0.000000,0.000000,3224.000000,937451728.000000,348670704.000000,87437772.000000,11752667.000000,107026949.000000,28375752.000000,14742731.000000,193753.000000
312928768,49954166378,0,1783284728919461523,2500000,2500000,375.497979,0.000000,0.000000,3224.000000,936538175.000000,348671318.000000,87437852.000000,11753719.000000,107027058.000000,28371868.000000,14737979.000000,194752.000000
311626236,49954166378,0,1783284729853590162,2500000,2500000,374.101234,0.000000,0.000000,3224.000000,933057562.000000,348671295.000000,87437894.000000,11748459.000000,107027083.000000,28358395.000000,14436863.000000,191421.000000
314132968,49954166378,0,1783284730744227282,2500000,2500000,376.804991,0.000000,0.000000,3224.000000,939800034.000000,348670609.000000,87437791.000000,11771462.000000,107026931.000000,28368673.000000,14877251.000000,205140.000000
312382174,49954166378,0,1783284731665132259,2500000,2500000,374.948281,0.000000,0.000000,3224.000000,935129044.000000,348670546.000000,87437762.000000,11751497.000000,107026904.000000,28368389.000000,14578169.000000,191402.000000
311791651,49954166378,0,1783284732559086809,2500000,2500000,374.208249,0.000000,0.000000,3224.000000,933323525.000000,348670572.000000,87437766.000000,11756520.000000,107026921.000000,28360454.000000,14453179.000000,206856.000000
312025693,49954166378,0,1783284733487220091,2500000,2500000,374.488760,0.000000,0.000000,3224.000000,934023207.000000,348670370.000000,87437735.000000,11747826.000000,107026879.000000,28360587.000000,14473404.000000,195327.000000
311222730,49954166378,0,1783284734381077494,2500000,2500000,373.596315,0.000000,0.000000,3224.000000,931795842.000000,348670472.000000,87437760.000000,11750403.000000,107026892.000000,28347280.000000,14416536.000000,200092.000000
312868301,49954166378,0,1783284735295179912,2500000,2500000,375.405213,0.000000,0.000000,3224.000000,936309453.000000,348670912.000000,87437795.000000,11767596.000000,107027006.000000,28375704.000000,14661019.000000,191202.000000
312185419,49954166378,0,1783284736182942325,2500000,2500000,374.607717,0.000000,0.000000,3224.000000,934320940.000000,348670758.000000,87437768.000000,11770485.000000,107026921.000000,28346117.000000,14556600.000000,197046.000000
312504282,49954166378,0,1783284737097245910,2500000,2500000,375.117703,0.000000,0.000000,3224.000000,935591990.000000,348670363.000000,87437753.000000,11763739.000000,107026881.000000,28367752.000000,14665640.000000,192304.000000
311114368,49954166378,0,1783284737988810071,2500000,2500000,373.475227,0.000000,0.000000,3224.000000,931495398.000000,348669820.000000,87437621.000000,11753003.000000,107026723.000000,28348961.000000,14441855.000000,193780.000000
312400457,49954166378,0,1783284738920297226,2500000,2500000,375.063707,0.000000,0.000000,3224.000000,935457373.000000,348671718.000000,87437932.000000,11744670.000000,107027188.000000,28367378.000000,14645013.000000,200682.000000
312617012,49954166378,0,1783284739815289590,2500000,2500000,375.237802,0.000000,0.000000,3224.000000,935889528.000000,348671599.000000,87437987.000000,11758392.000000,107027163.000000,28354483.000000,14680888.000000,197600.000000
313063237,49954166378,0,1783284740733957676,2500000,2500000,375.726763,0.000000,0.000000,3224.000000,937109136.000000,348671179.000000,87437868.000000,11750873.000000,107027072.000000,28370806.000000,14796316.000000,192661.000000
